Month,Division,Campus,Service Line,Room Type,Occ Units,Available Units/Beds,OCC%
2/28/2026,Central South Indiana,New Castle GO - 2153,AL/MC,Legacy Lane - Private,7.4,9,82%
2/28/2026,Central South Indiana,New Castle GO - 2153,HC,Companion,48.9,53,92%
2/28/2026,Central South Indiana,New Castle GO - 2153,HC,Private,4.8,5,96%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,One BR Apt Deluxe-Double,0,0,0%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,One BR Apt Deluxe-Single,2,2,100%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,One BR Apt-Double,0,0,0%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,One BR Apt-Single,36.1,37,98%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,Studio - Private,13.4,16,84%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,Two BR Apt-Double,0,0,0%
2/28/2026,Central South Indiana,New Castle SL - 2152,SL,Two BR Apt-Single,2,4,50%
2/28/2026,Central South Indiana,Westfield - 5171,AL,One BR Apt-Double,4,4,100%
2/28/2026,Central South Indiana,Westfield - 5171,AL,Studio - Private,24,24,100%
2/28/2026,Central South Indiana,Westfield - 5171,AL,Studio - Private Deluxe,2,2,100%
2/28/2026,Central South Indiana,Westfield - 5171,AL/MC,LL - Companion,2,2,100%
2/28/2026,Central South Indiana,Westfield - 5171,AL/MC,LL - Studio,7,9,78%
2/28/2026,Central South Indiana,Westfield - 5171,HC,Companion,9.2,10,92%
2/28/2026,Central South Indiana,Westfield - 5171,HC,Private,41.6,45,92%
2/28/2026,Great Lakes,Battle Creek - 501,AL,Studio - Private,29.3,30,98%
2/28/2026,Great Lakes,Battle Creek - 501,AL/MC,Legacy Bldng - Companion,0,0,0%
2/28/2026,Great Lakes,Battle Creek - 501,AL/MC,Legacy Bldng - Private,0,0,0%
2/28/2026,Great Lakes,Battle Creek - 501,HC,Companion,41.9,47,89%
2/28/2026,Great Lakes,Battle Creek - 501,HC,Private,27.5,30,92%
2/28/2026,Great Lakes,Belmont - 519,AL,Compan;B Vw;C Loc;B Sz,0.9,1,93%
2/28/2026,Great Lakes,Belmont - 519,AL,Compan;C Vw;C Loc;A Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Compan;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Studio;A Vw;A Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Studio;A Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Studio;B Vw;C Loc;B Sz,4,4,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Studio;C Vw;A Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Studio;C Vw;B Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,AL,Studio;C Vw;C Loc;B Sz,4.8,5,96%
2/28/2026,Great Lakes,Belmont - 519,AL/MC,MC-Compan;A Vw;A Loc;A Sz,1,1,96%
2/28/2026,Great Lakes,Belmont - 519,AL/MC,MC-Compan;A Vw;B Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,AL/MC,MC-Compan;C Vw;B Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,AL/MC,MC-Studio;A Vw;C Loc;B Sz,4.4,5,88%
2/28/2026,Great Lakes,Belmont - 519,AL/MC,MC-Studio;C Vw;C Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Belmont - 519,HC,Compan;A Vw;C Loc;B Sz,6,6,99%
2/28/2026,Great Lakes,Belmont - 519,HC,Compan;B Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,HC,Compan;C Vw;C Loc;B Sz,4,4,100%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;A Vw;B Loc;B Sz,1.6,2,79%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;A Vw;C Loc;B Sz,10.2,12,85%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;B Vw;A Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;B Vw;B Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;B Vw;C Loc;B Sz,8.3,9,92%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;C Vw;A Loc;B Sz,4.4,5,88%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;C Vw;B Loc;B Sz,5.5,6,91%
2/28/2026,Great Lakes,Belmont - 519,HC,Studio;C Vw;C Loc;B Sz,10.2,12,85%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;A Vw;B Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;A Vw;B Loc;B Sz,4,4,100%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;B Vw;B Loc;A Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;B Vw;B Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;C Vw;B Loc;A Sz,4,4,100%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;C Vw;B Loc;B Sz,3,3,100%
2/28/2026,Great Lakes,Belmont - 519,SL,1BR;C Vw;B Loc;C Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,SL,Studio;A Vw;B Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Belmont - 519,SL,Studio;B Vw;B Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Belmont - 519,SL,Studio;C Vw;B Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Compan;A Vw;C Loc;A Sz,2,2,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Compan;B Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Compan;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Studio;A Vw;B Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Studio;A Vw;C Loc;B Sz,3.8,5,76%
2/28/2026,Great Lakes,Byron Center - 518,AL,Studio;B Vw;C Loc;B Sz,4,4,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Studio;C Vw;B Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL,Studio;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Compan;A Vw;A Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Compan;A Vw;C Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Compan;A Vw;C Loc;B Sz,1,2,50%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Compan;C Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Studio;A Vw;A Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Studio;A Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Byron Center - 518,AL/MC,MC-Studio;C Vw;C Loc;B Sz,3,3,100%
2/28/2026,Great Lakes,Byron Center - 518,HC,Compan;C Vw;C Loc;B Sz,10.3,12,86%
2/28/2026,Great Lakes,Byron Center - 518,HC,Companion,0,0,0%
2/28/2026,Great Lakes,Byron Center - 518,HC,Private,0,0,0%
2/28/2026,Great Lakes,Byron Center - 518,HC,Studio DLX;C Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Byron Center - 518,HC,Studio;A Vw;A Loc;B Sz,1.8,2,88%
2/28/2026,Great Lakes,Byron Center - 518,HC,Studio;A Vw;C Loc;B Sz,7.1,9,79%
2/28/2026,Great Lakes,Byron Center - 518,HC,Studio;C Vw;A Loc;B Sz,5.6,6,94%
2/28/2026,Great Lakes,Byron Center - 518,HC,Studio;C Vw;C Loc;B Sz,26,29,90%
2/28/2026,Great Lakes,Byron Center - 518,SL,1BR;A Vw;C Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,1BR;A Vw;C Loc;B Sz,4,4,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,1BR;B Vw;C Loc;B Sz,7,7,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,1BR;C Vw;C Loc;B Sz,1,2,50%
2/28/2026,Great Lakes,Byron Center - 518,SL,1BR;C Vw;C Loc;C Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,Studio;A Vw;C Loc;A Sz,2,2,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,Studio;B Vw;C Loc;B Sz,3,3,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,Studio;B Vw;C Loc;C Sz,1,1,100%
2/28/2026,Great Lakes,Byron Center - 518,SL,Studio;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL,Compan;A Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL,Compan;C Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL,Studio;A Vw;A Loc;B Sz,2.9,3,95%
2/28/2026,Great Lakes,Hudsonville - 524,AL,Studio;A Vw;C Loc;B Sz,10,10,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL,Studio;C Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL/MC,MC-Compan;A Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL/MC,MC-Compan;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL/MC,MC-Studio;A Vw;C Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Hudsonville - 524,AL/MC,MC-Studio;C Vw;C Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Compan;A Vw;C Loc;B Sz,4,4,100%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Compan;C Vw;C Loc;B Sz,9.8,16,61%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Studio Dlx;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Studio;A Vw;A Loc;B Sz,2.6,3,87%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Studio;A Vw;C Loc;B Sz,7.6,10,76%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Studio;C Vw;A Loc;B Sz,1.8,4,45%
2/28/2026,Great Lakes,Hudsonville - 524,HC,Studio;C Vw;C Loc;B Sz,13,20,65%
2/28/2026,Great Lakes,Hudsonville - 524,SL,1BR;A Vw;C Loc;A Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,1BR;A Vw;C Loc;B Sz,7,7,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,1BR;C Vw;A Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,1BR;C Vw;C Loc;A Sz,1,1,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,1BR;C Vw;C Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,1BR;C Vw;C Loc;C Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,2BR;C Vw;A Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,Studio;A Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Hudsonville - 524,SL,Studio;C Vw;C Loc;B Sz,2.8,3,94%
2/28/2026,Great Lakes,Lowell - 156,AL,Companion,4,4,100%
2/28/2026,Great Lakes,Lowell - 156,AL,Studio - Double,9.9,10,99%
2/28/2026,Great Lakes,Lowell - 156,AL,Studio - Private,5.9,6,98%
2/28/2026,Great Lakes,Lowell - 156,AL/MC,Legacy Lane - Companion,3,3,100%
2/28/2026,Great Lakes,Lowell - 156,AL/MC,Legacy Lane - Private,7.5,8,93%
2/28/2026,Great Lakes,Lowell - 156,HC,Companion,22.1,24,92%
2/28/2026,Great Lakes,Lowell - 156,HC,Private,32.1,34,94%
2/28/2026,Great Lakes,Muskegon - 525,AL,Compan;A Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Muskegon - 525,AL,Compan;C Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Muskegon - 525,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
2/28/2026,Great Lakes,Muskegon - 525,AL,Studio;A Vw;C Loc;B Sz,10,10,100%
2/28/2026,Great Lakes,Muskegon - 525,AL,Studio;C Vw;C Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Muskegon - 525,AL/MC,MC-Compan;A Vw;C Loc;B Sz,1,2,50%
2/28/2026,Great Lakes,Muskegon - 525,AL/MC,MC-Compan;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Muskegon - 525,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Muskegon - 525,AL/MC,MC-Studio;A Vw;C Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Muskegon - 525,AL/MC,MC-Studio;C Vw;C Loc;B Sz,4.9,5,97%
2/28/2026,Great Lakes,Muskegon - 525,HC,Compan;A Vw;C Loc;B Sz,3,4,74%
2/28/2026,Great Lakes,Muskegon - 525,HC,Compan;C Vw;C Loc;B Sz,9.7,16,61%
2/28/2026,Great Lakes,Muskegon - 525,HC,Studio Dlx;C Vw;C Loc;B Sz,0,1,4%
2/28/2026,Great Lakes,Muskegon - 525,HC,Studio;A Vw;A Loc;B Sz,1.4,3,48%
2/28/2026,Great Lakes,Muskegon - 525,HC,Studio;A Vw;C Loc;B Sz,4.5,10,45%
2/28/2026,Great Lakes,Muskegon - 525,HC,Studio;C Vw;A Loc;B Sz,1.7,6,29%
2/28/2026,Great Lakes,Muskegon - 525,HC,Studio;C Vw;C Loc;B Sz,10.6,18,59%
2/28/2026,Great Lakes,Muskegon - 525,SL,1BR;A Vw;C Loc;A Sz,1.2,2,61%
2/28/2026,Great Lakes,Muskegon - 525,SL,1BR;A Vw;C Loc;B Sz,7,7,100%
2/28/2026,Great Lakes,Muskegon - 525,SL,1BR;C Vw;A Loc;B Sz,2,2,100%
2/28/2026,Great Lakes,Muskegon - 525,SL,1BR;C Vw;C Loc;A Sz,0.4,1,36%
2/28/2026,Great Lakes,Muskegon - 525,SL,1BR;C Vw;C Loc;B Sz,5,5,100%
2/28/2026,Great Lakes,Muskegon - 525,SL,1BR;C Vw;C Loc;C Sz,2,2,100%
2/28/2026,Great Lakes,Muskegon - 525,SL,2BR;C Vw;A Loc;B Sz,1,1,100%
2/28/2026,Great Lakes,Muskegon - 525,SL,Studio;A Vw;C Loc;B Sz,1,2,50%
2/28/2026,Great Lakes,Muskegon - 525,SL,Studio;C Vw;C Loc;B Sz,2,3,67%
2/28/2026,Great Lakes,Sun Prairie - 572,AL,1 Bedroom,4,4,100%
2/28/2026,Great Lakes,Sun Prairie - 572,AL,2 Bedroom,4,4,100%
2/28/2026,Great Lakes,Sun Prairie - 572,AL,Studio,5.4,6,89%
2/28/2026,Great Lakes,Sun Prairie - 572,HC,Companion,10.4,11,94%
2/28/2026,Great Lakes,Sun Prairie - 572,HC,Private,16.6,18,92%
2/28/2026,Great Lakes,Sun Prairie - 572,HC,Private - 100 Hall,9.1,10,91%
2/28/2026,Great Lakes,Valparaiso - 139,AL,Companion,4,5,80%
2/28/2026,Great Lakes,Valparaiso - 139,AL,Companion - End of Hall,1,1,100%
2/28/2026,Great Lakes,Valparaiso - 139,AL,Studio - Private,17.6,23,77%
2/28/2026,Great Lakes,Valparaiso - 139,AL,Studio - Private - End of Hall,1,4,25%
2/28/2026,Great Lakes,Valparaiso - 139,AL,Studio - Private Deluxe,0,1,0%
2/28/2026,Great Lakes,Valparaiso - 139,AL/MC,Legacy Bldng - Companion,3,3,100%
2/28/2026,Great Lakes,Valparaiso - 139,AL/MC,Legacy Bldng - Private,23.8,26,92%
2/28/2026,Great Lakes,Valparaiso - 139,HC,Companion,21.9,24,91%
2/28/2026,Great Lakes,Valparaiso - 139,HC,Private,33.6,36,93%
2/28/2026,Great Lakes,Valparaiso - 139,HC,TCU - Private Deluxe,0.8,1,75%
2/28/2026,Great Lakes,Waunakee - 571,AL,1 Bedroom,31.4,32,98%
2/28/2026,Great Lakes,Waunakee - 571,AL,2 Bedroom,5.4,6,89%
2/28/2026,Great Lakes,Waunakee - 571,AL,CBRF Studio,0,0,0%
2/28/2026,Great Lakes,Waunakee - 571,AL,Studio,31.1,32,97%
2/28/2026,Great Lakes,Waunakee - 571,AL/MC,MC - Companion,2,2,100%
2/28/2026,Great Lakes,Waunakee - 571,AL/MC,MC - Studio,1.9,2,96%
2/28/2026,Great Lakes,Waunakee - 571,AL/MC,MC - Studio Deluxe,12.7,14,91%
2/28/2026,Great Lakes,Waunakee - 571,HC,Companion,11.5,13,89%
2/28/2026,Great Lakes,Waunakee - 571,HC,Private,42.7,51,84%
2/28/2026,Great Lakes,Waunakee - 571,VIL,1 Bedroom,7.6,8,95%
2/28/2026,Kentuckiana,Corydon - 2180,AL,Companion,3.9,4,98%
2/28/2026,Kentuckiana,Corydon - 2180,AL,Studio - Private,13.8,15,92%
2/28/2026,Kentuckiana,Corydon - 2180,AL/MC,Legacy Bldng - Companion,1.2,3,40%
2/28/2026,Kentuckiana,Corydon - 2180,AL/MC,Legacy Bldng - Private,6.6,8,83%
2/28/2026,Kentuckiana,Corydon - 2180,HC,Companion,20.1,24,84%
2/28/2026,Kentuckiana,Corydon - 2180,HC,Private,31.4,34,92%
2/28/2026,Kentuckiana,Corydon - 2180,VIL,INDEPENDENT LIVING - 1 BR,8,8,100%
2/28/2026,Kentuckiana,Corydon - 2180,VIL,INDEPENDENT LIVING - 2 BR,14,14,100%
2/28/2026,Kentuckiana,Corydon - 2180,VIL,Independent Living - 2BR,19,20,95%
2/28/2026,Kentuckiana,Louisville ES - 210,AL/MC,MC - Studio;A Vw;B Loc;B Sz,18,18,100%
2/28/2026,Kentuckiana,Louisville ES - 210,AL/MC,MC - Studio;B Vw;B Loc;B Sz,20.7,21,98%
2/28/2026,Kentuckiana,Louisville ES - 210,AL/MC,MC - Studio;C Vw;B Loc;B Sz,21,21,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,One BR Apt,13.1,14,94%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,One BR Apt - B Location,6,6,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,One BR Apt-Double,4,4,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,Studio A-A2-A3-D3,7,7,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,Studio D-D5,10,10,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,Studio D2,1,1,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,Studio D4,4,4,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,Two BR Apt-Double,3,3,100%
2/28/2026,Kentuckiana,Louisville FH - 2137,AL,Two BR Apt-Single,2.6,3,86%
2/28/2026,Kentuckiana,Louisville FH - 2137,HC,Companion,11.5,16,72%
2/28/2026,Kentuckiana,Louisville FH - 2137,HC,Private,66.3,71,93%
2/28/2026,Kentuckiana,Louisville FS - 2154,AL,Companion,2.7,3,89%
2/28/2026,Kentuckiana,Louisville FS - 2154,AL,Studio,13.5,17,79%
2/28/2026,Kentuckiana,Louisville FS - 2154,AL/MC,MC - Companion,3,3,100%
2/28/2026,Kentuckiana,Louisville FS - 2154,AL/MC,MC - Studio,8,8,100%
2/28/2026,Kentuckiana,Louisville FS - 2154,HC,Companion,21.4,24,89%
2/28/2026,Kentuckiana,Louisville FS - 2154,HC,Private,32.6,34,96%
2/28/2026,Kentuckiana,Louisville FS - 2154,VIL,Independent Living - Villa 1,33,34,97%
2/28/2026,Kentuckiana,Louisville GR - 126,AL,Companion,4,4,100%
2/28/2026,Kentuckiana,Louisville GR - 126,AL,Studio,17.1,18,95%
2/28/2026,Kentuckiana,Louisville GR - 126,HC,Companion,19.2,20,96%
2/28/2026,Kentuckiana,Louisville GR - 126,HC,Private,28.9,31,93%
2/28/2026,Kentuckiana,Louisville GR - 126,HC,Private Deluxe,0,0,0%
2/28/2026,Kentuckiana,Louisville GR - 126,HC/MC,MC - COMPANION,4,4,100%
2/28/2026,Kentuckiana,Louisville GR - 126,HC/MC,MC - PRIVATE,10.7,11,97%
2/28/2026,Kentuckiana,Louisville PT - 127,HC,Private,36.3,39,93%
2/28/2026,Kentuckiana,Louisville PT - 127,HC,TCU - Private,18.8,21,90%
2/28/2026,Kentuckiana,Louisville PT - 127,HC/MC,Legacy Lane - Companion,21.1,22,96%
2/28/2026,Kentuckiana,Louisville PT - 127,HC/MC,Legacy Lane - Private,6,6,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;A Loc;A Sz,0,1,0%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;A Loc;B Sz,0.7,1,68%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;B Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;C Loc;B Sz,0.7,1,71%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;C Loc;C Sz,1.3,2,66%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Compan;A Vw;C Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Compan;B Vw;B Loc;B Sz,0,0,0%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Compan;B Vw;C Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Compan;C Vw;B Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;A Vw;A Loc;B Sz,1,2,52%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;A Vw;B Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;A Vw;C Loc;B Sz,4,5,80%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;B Vw;A Loc;B Sz,0,0,0%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;B Vw;B Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;B Vw;C Loc;B Sz,4.8,6,79%
2/28/2026,Kentuckiana,Louisville SB - 175,AL,Studio;C Vw;C Loc;B Sz,0,0,0%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Compan;C Vw;B Loc;B Sz,7.7,8,96%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Compan;C Vw;C Loc;B Sz,7.8,8,97%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Studio;B Vw;A Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Studio;B Vw;B Loc;B Sz,1.9,2,96%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Studio;B Vw;C Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Studio;C Vw;A Loc;B Sz,3.9,4,98%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Studio;C Vw;B Loc;B Sz,2,2,98%
2/28/2026,Kentuckiana,Louisville SB - 175,HC,Studio;C Vw;C Loc;B Sz,13.8,14,98%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Compan;B Vw;C Loc;B Sz,5,5,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Compan;C Vw;C Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Stu Dlx;C Vw;A Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;B Vw;A Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;B Vw;B Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;B Vw;C Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;C Vw;C Loc;B Sz,12.9,13,99%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;A Vw;A Loc;A Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;A Vw;B Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;A Vw;C Loc;B Sz,2.3,3,76%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;A Loc;A Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;A Loc;B Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;B Loc;A Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;B Loc;C Sz,1,1,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;C Loc;B Sz,7,7,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,Studio;A Vw;C Loc;A Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville SB - 175,SL,Studio;B Vw;C Loc;B Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville WP - 145,AL,Companion,4,4,100%
2/28/2026,Kentuckiana,Louisville WP - 145,AL,Studio,15.8,18,88%
2/28/2026,Kentuckiana,Louisville WP - 145,HC,Companion,9,11,82%
2/28/2026,Kentuckiana,Louisville WP - 145,HC,Private,48.3,52,93%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,1BR Compan;A Vw;A Loc;A Sz,1.5,2,77%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,1BR DLX Compan;A Vw;A Loc;A Sz,3,3,100%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,1BR DLX;A Vw;A Loc;A Sz,2,2,100%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,1BR;A Vw;A Loc;A Sz,31.4,35,90%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,1BR;A Vw;A Loc;B Sz,10.7,11,97%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,2BR Compan;A Vw;A Loc;B Sz,5,5,100%
2/28/2026,Kentuckiana,Louisville WS - 190,AL,Studio;A Vw;A Loc;B Sz,4,4,100%
2/28/2026,Kentuckiana,Louisville WS - 190,AL/MC,MC-Studio;A Vw; A Loc; A Sz,9,11,81%
2/28/2026,Kentuckiana,Louisville WS - 190,AL/MC,MC-Studio;B Vw; A Loc; A Sz,3,5,61%
2/28/2026,Kentuckiana,Louisville WS - 190,HC,L;Stud;1 Bath;A Vw;B Loc;B Sz,13.3,15,89%
2/28/2026,Kentuckiana,Louisville WS - 190,HC,L;Stud;1 Bath;B Vw;B Loc;B Sz,8.4,9,93%
2/28/2026,Kentuckiana,Louisville WS - 190,HC,W;Stud;.5 Bath;A Vw;B Loc;B Sz,1,1,100%
